ID,CW,c1,ST_c1_Mean,ST_c1_SD,Obs_c1,c2,ST_c2_Mean,ST_c2_SD,Obs_c2,ST_Juhasz,Mandera_c1,Mandera_c2
1029,guesswork,guess,4.548,2.014,31,work,2.933,1.337,30,NA,0.834,0.902
1030,guesthouse,guest,5.484,1.411,31,house,4.710,1.488,31,NA,0.692,0.676
1031,guestroom,guest,5.063,1.740,32,room,5.367,1.450,30,NA,0.641,0.496
1032,guidebook,guide,4.839,1.551,31,book,4.867,1.306,30,6.07,0.553,0.661
1033,guidelines,guide,4.000,1.549,31,lines,3.625,1.979,32,NA,NA,NA
1034,guideposts,guide,4.806,1.558,31,posts,3.656,1.997,32,NA,NA,NA
1035,guildhall,guild,4.500,1.741,32,hall,4.129,1.628,31,NA,0.745,0.658
1036,gumdrop,gum,3.406,1.682,32,drop,2.867,1.432,30,NA,0.734,0.815
1037,gumshoe,gum,3.097,1.599,31,shoe,2.700,1.264,30,NA,0.794,0.823
1038,gunbarrel,gun,4.387,1.585,31,barrel,4.250,1.662,32,NA,NA,NA
1039,gunboat,gun,3.419,1.708,31,boat,3.633,1.671,30,NA,0.703,0.562
1040,gunfights,gun,5.258,1.413,31,fights,4.281,1.697,32,NA,NA,NA
1041,gunfire,gun,5.313,1.693,32,fire,3.400,1.694,30,NA,0.559,0.571
1042,gunflint,gun,4.094,1.467,32,flint,3.333,1.470,30,NA,0.797,0.784
1043,gunman,gun,5.129,1.258,31,man,4.156,1.931,32,NA,0.517,0.633
1044,gunmetal,gun,4.219,1.773,32,metal,3.906,1.949,32,NA,0.817,0.627
1045,gunplay,gun,4.094,1.924,32,play,3.188,1.765,32,NA,0.667,0.705
1046,gunpoint,gun,5.032,1.741,31,point,3.067,1.596,30,NA,0.634,0.817
1047,gunpowder,gun,4.813,2.007,32,powder,4.484,1.964,31,NA,0.698,0.597
1048,gunroom,gun,4.469,1.665,32,room,4.133,1.814,30,NA,0.809,0.741
1049,gunshot,gun,5.516,1.630,31,shot,5.161,1.573,31,NA,0.507,0.446
1050,gunsmith,gun,4.313,2.007,32,smith,3.667,1.788,30,NA,0.706,0.928
1051,hailstone,hail,4.438,1.950,32,stone,3.767,1.478,30,4.10,0.770,0.762
1052,hailstorm,hail,5.281,1.591,32,storm,4.871,1.945,31,6.53,0.642,0.567
1053,hairbreadth,hair,4.419,1.803,31,breadth,4.156,2.048,32,NA,0.866,0.907
1054,hairbrush,hair,5.226,1.765,31,brush,5.065,1.711,31,NA,0.579,0.651
1055,haircloth,hair,4.344,1.911,32,cloth,4.276,1.869,29,NA,0.614,0.659
1056,haircut,hair,5.031,1.616,32,cut,4.567,1.547,30,NA,0.421,0.719
1057,hairdo,hair,4.656,2.057,32,do,2.400,1.754,30,NA,0.530,0.671
1058,hairdresser,hair,4.581,1.628,31,dresser,4.094,2.359,32,NA,0.519,0.691
1059,hairline,hair,4.806,1.905,31,line,3.871,1.818,31,NA,0.557,0.804
1060,hairnet,hair,4.719,1.922,32,net,4.406,1.893,32,NA,0.804,0.755
1061,hairpiece,hair,4.844,1.798,32,piece,3.032,1.663,31,NA,0.543,0.855
1062,hairpin,hair,4.875,1.913,32,pin,5.000,1.461,31,NA,0.851,0.817
1063,hairspring,hair,3.688,1.635,32,spring,2.733,1.507,30,NA,0.737,0.791
1064,hairstyle,hair,5.355,1.427,31,style,4.677,1.759,31,NA,0.441,0.590
1065,halfback,half,3.645,1.582,31,back,2.867,1.889,30,NA,0.784,0.675
1066,halftime,half,4.194,1.701,31,time,4.233,1.832,30,NA,0.753,0.718
1067,halftone,half,3.688,1.655,32,tone,3.813,1.814,32,NA,0.930,0.727
1068,halfway,half,5.516,1.235,31,way,3.067,1.799,30,NA,0.630,0.542
1069,hallmark,hall,3.033,1.377,30,mark,3.900,1.749,30,2.29,0.964,0.888
1070,hallway,hall,4.839,1.846,31,way,3.419,1.689,31,4.87,0.540,0.641
1071,hamburger,ham,3.968,1.923,31,burger,3.844,2.358,32,3.07,0.668,0.481
1072,hamstring,ham,2.903,1.904,31,string,2.900,1.749,30,2.27,0.833,0.903
1073,handbag,hand,3.438,1.813,32,bag,5.833,0.986,30,5.47,0.692,0.491
1074,handball,hand,3.813,1.839,32,ball,5.172,1.583,29,NA,0.895,0.574
1075,handbill,hand,3.500,1.704,32,bill,3.194,1.302,31,NA,0.980,0.794
1076,handbook,hand,3.094,1.940,32,book,5.097,1.557,31,3.80,0.914,0.609
1077,handbrake,hand,3.903,1.700,31,brake,5.300,1.149,30,5.64,0.686,0.470
1078,handcart,hand,3.710,1.811,31,cart,4.344,1.626,32,5.20,0.768,0.706
1079,handclap,hand,4.129,1.875,31,clap,4.967,1.810,30,5.08,0.892,0.801
1080,handclasp,hand,4.767,1.654,30,clasp,3.548,1.457,31,NA,0.678,0.817
1081,handcuff,hand,4.500,1.852,30,cuff,4.677,1.661,31,5.86,0.596,0.733
1082,handgun,hand,4.063,1.795,32,gun,5.833,1.621,30,6.29,0.705,0.396
1083,handhold,hand,4.516,1.691,31,hold,3.750,1.701,32,NA,0.651,0.744
1084,handlebar,handle,4.781,1.560,32,bar,3.438,1.667,32,5.93,0.769,0.743
1085,handloom,hand,3.581,1.628,31,loom,3.781,2.077,32,NA,0.863,0.550
1086,handmade,hand,4.688,1.925,32,made,4.433,1.633,30,6.07,0.839,0.763
1087,handmaid,hand,2.719,1.611,32,maid,4.733,1.721,30,NA,0.805,0.643
1088,handmaiden,hand,3.323,1.701,31,maiden,3.000,2.220,32,3.71,0.870,0.733
1089,handout,hand,3.774,1.857,31,out,3.233,1.695,30,3.93,0.905,0.977
1090,handrail,hand,4.344,1.789,32,rail,4.469,1.651,32,5.07,0.834,0.712
1091,handsaw,hand,3.871,1.565,31,saw,4.533,1.502,30,5.71,0.815,0.823
1092,handshake,hand,5.484,1.546,31,shake,4.400,1.886,30,6.00,0.677,0.725
1093,handsome,hand,2.839,1.635,31,some,3.719,2.058,32,NA,0.731,0.715
1094,handstand,hand,4.219,1.979,32,stand,3.871,1.803,31,5.80,0.612,0.589
1095,handyman,handy,3.065,1.843,31,man,3.844,2.035,32,NA,0.741,0.748
1096,hangman,hang,4.484,2.158,31,man,3.875,2.008,32,NA,0.719,0.776
1097,hangnail,hang,3.406,1.739,32,nail,3.345,1.317,29,NA,0.721,0.832
1098,hangout,hang,2.781,1.773,32,out,3.226,1.944,31,NA,0.747,0.790
1099,hangover,hang,2.375,1.431,32,over,2.750,1.579,32,NA,0.823,0.776
1100,hangup,hang,3.625,1.862,32,up,2.586,1.783,29,NA,0.677,0.746
1101,hardboard,hard,4.323,1.536,31,board,4.379,1.821,29,NA,0.815,0.784
1102,hardboiled,hard,3.419,1.785,31,boiled,3.625,2.011,32,NA,0.801,0.671
1103,hardbound,hard,3.806,1.682,31,bound,3.267,1.552,30,NA,0.916,0.747
1104,hardcover,hard,4.548,1.729,31,cover,4.667,1.647,30,NA,0.941,0.777
1105,hardscrabble,hard,2.903,1.469,31,scrabble,3.188,1.548,32,NA,0.920,1.044
1106,hardtack,hard,3.290,1.774,31,tack,3.000,1.390,30,NA,0.776,0.856
1107,hardtop,hard,3.839,1.917,31,top,3.563,1.644,32,NA,0.917,0.846
1108,hardware,hard,3.161,1.715,31,ware,3.267,1.552,30,NA,0.891,0.862
1109,hardwood,hard,3.750,1.918,32,wood,5.063,1.461,32,NA,0.834,0.424
1110,harelip,hare,3.031,1.787,32,lip,3.094,1.846,32,NA,0.840,0.730
1111,hatband,hat,4.000,2.000,32,band,3.100,1.561,30,NA,0.705,0.895
1112,hatchback,hatch,3.281,1.853,32,back,3.000,1.486,30,NA,0.815,0.870
1113,hatchway,hatch,3.844,1.919,32,way,2.767,1.305,30,NA,0.639,0.701
1114,hatpin,hat,3.688,1.749,32,pin,3.767,1.755,30,4.71,0.662,0.637
1115,hayfork,hay,3.219,1.581,32,fork,3.000,1.531,30,NA,0.802,0.694
1116,haystack,hay,4.781,2.012,32,stack,3.667,1.398,30,NA,0.761,0.898
1117,haywire,hay,2.467,1.592,30,wire,2.367,1.829,30,NA,0.947,0.804
1118,headache,head,5.219,1.718,32,ache,5.067,1.461,30,6.14,0.647,0.515
1119,headband,head,4.906,1.748,32,band,3.871,1.821,31,5.57,0.744,0.752
1120,headboard,head,3.645,1.723,31,board,3.700,1.622,30,4.40,0.801,0.913
1121,headcheese,head,2.968,1.853,31,cheese,3.531,1.998,32,NA,0.859,0.851
1122,headdress,head,4.531,1.883,32,dress,3.258,1.527,31,5.40,0.785,0.482
1123,headfirst,head,3.677,1.767,31,first,3.531,2.174,32,5.67,0.703,0.718
1124,headgear,head,5.226,1.543,31,gear,4.935,1.564,31,5.73,0.772,0.732
1125,headlamp,head,3.625,1.792,32,lamp,4.667,1.446,30,NA,0.818,0.575
1126,headland,head,3.419,1.501,31,land,2.938,2.002,32,NA,0.836,0.851
1127,headless,head,4.032,1.538,31,less,3.000,1.668,32,4.57,0.696,0.899
1128,headlight,head,3.194,1.887,31,light,4.903,1.832,31,4.67,0.763,0.511
1129,headline,head,3.419,2.029,31,line,3.233,1.888,30,3.21,0.845,0.900
1130,headlong,head,3.500,1.566,32,long,3.133,1.279,30,2.89,0.838,0.987
1131,headmaster,head,3.750,2.048,32,master,4.516,2.031,31,4.73,0.793,0.692
1132,headmistress,head,4.125,2.060,32,mistress,3.938,1.991,32,4.14,0.836,0.591
1133,headphones,head,3.613,1.606,31,phones,2.594,1.895,32,NA,0.807,NA
1134,headpiece,head,4.645,1.976,31,piece,3.419,1.628,31,5.07,0.721,0.731
1135,headquarter,head,3.355,1.743,31,quarter,3.000,1.888,32,NA,0.832,0.827
1136,headrest,head,4.344,1.842,32,rest,3.655,1.542,29,5.40,0.719,0.818
1137,headroom,head,3.469,1.951,32,room,3.688,1.802,32,NA,0.949,0.822
1138,headset,head,4.531,1.849,32,set,2.800,1.472,30,4.29,0.826,0.928
1139,headstand,head,4.333,1.953,30,stand,3.733,1.929,30,NA,0.704,0.675
1140,headstone,head,3.903,2.087,31,stone,3.613,1.874,31,3.91,0.848,0.684
1141,headstrong,head,3.219,1.827,32,strong,4.000,1.739,32,4.47,0.838,0.709
1142,headway,head,3.677,1.851,31,way,3.226,1.664,31,3.00,0.900,0.917
1143,headwind,head,3.438,1.983,32,wind,3.800,1.627,30,NA,0.855,0.552
1144,hearsay,hear,4.094,1.940,32,say,3.733,1.799,30,NA,0.814,0.816
1145,heartache,heart,4.219,1.773,32,ache,4.903,1.273,31,NA,0.673,0.703
1146,heartbeat,heart,5.645,1.603,31,beat,3.900,1.807,30,NA,0.502,0.733
1147,heartbreak,heart,4.581,1.876,31,break,3.567,1.569,30,NA,0.669,0.735
1148,heartburn,heart,4.250,2.064,32,burn,3.433,1.382,30,NA,0.739,0.764
1149,heartfelt,heart,4.750,1.760,32,felt,4.100,1.605,30,NA,0.676,0.728
1150,hearthrug,hearth,3.531,1.796,32,rug,3.533,1.995,30,NA,0.757,0.685
1151,heartsick,heart,3.719,1.764,32,sick,4.129,1.928,31,NA,0.752,0.720
1152,heartstrings,heart,4.581,1.385,31,strings,3.000,1.861,32,NA,NA,NA
1153,heartthrob,heart,4.548,1.804,31,throb,3.633,1.810,30,NA,0.769,0.701
1154,heatstroke,heat,5.250,1.459,32,stroke,4.063,1.720,32,5.60,0.503,0.635
1155,heatwave,heat,4.875,1.809,32,wave,3.759,1.704,29,NA,0.629,0.804
1156,heavensent,heaven,4.000,1.789,31,sent,2.969,1.928,32,NA,NA,NA
1157,heavyweight,heavy,5.000,1.390,31,weight,2.563,1.786,32,NA,0.622,NA
1158,hedgehog,hedge,2.750,1.741,32,hog,3.467,1.655,30,2.40,0.837,0.762
1159,hedgerow,hedge,3.875,1.879,32,row,2.563,1.520,32,NA,0.547,1.010
1160,heirloom,heir,4.323,1.600,31,loom,3.188,2.172,32,3.29,0.737,0.848
1161,hellcat,hell,2.710,1.774,31,cat,2.750,1.701,32,NA,0.725,0.804
1162,hellfire,hell,4.188,1.786,32,fire,3.844,1.701,32,4.14,0.728,0.717
1163,helpmate,help,4.375,1.827,32,mate,4.267,1.874,30,NA,0.790,0.992
1164,helpmeet,help,3.656,1.771,32,meet,2.655,1.344,29,NA,0.708,0.774
1165,hemline,hem,4.625,1.641,32,line,3.733,1.741,30,4.62,0.583,0.702
1166,hemlock,hem,3.581,1.803,31,lock,2.906,1.783,32,2.00,0.873,0.906
1167,hemstitch,hem,3.813,1.786,32,stitch,3.839,1.968,31,NA,NA,NA
1168,henceforth,hence,4.813,1.749,32,forth,3.767,1.755,30,3.08,0.638,0.833
1169,hereabout,here,3.688,1.469,32,about,3.323,1.736,32,NA,0.776,0.858
1170,hereafter,here,3.875,1.862,32,after,4.467,1.961,30,NA,0.939,0.913
1171,hereby,here,3.875,1.913,32,by,2.767,1.794,30,NA,0.945,0.813
1172,herein,here,4.125,1.661,32,in,3.233,1.524,30,NA,0.962,1.004
1173,hereof,here,4.097,1.989,31,of,2.258,1.208,31,NA,0.933,0.931
1174,hereto,here,3.906,1.820,32,to,3.031,1.599,32,NA,0.899,0.914
1175,hereunder,here,3.500,1.586,32,under,2.867,1.383,30,NA,0.888,0.848
1176,hereunto,here,3.344,1.860,32,unto,3.000,1.770,31,NA,0.813,0.507
1177,hereupon,here,3.656,1.753,32,upon,4.067,1.929,30,NA,0.710,0.627
1178,herewith,here,3.594,1.583,32,with,3.226,1.647,31,NA,0.957,0.974
1179,herringbone,herring,3.625,1.845,32,bone,3.813,1.795,32,3.88,0.928,0.788
1180,herself,her,5.344,1.537,32,self,3.625,1.558,32,NA,0.218,0.675
1181,hideaway,hide,4.063,1.883,32,away,3.533,1.479,30,5.87,0.715,0.772
1182,hideout,hide,5.031,1.616,32,out,2.710,1.616,31,5.07,0.565,0.639
1183,highball,high,3.250,1.704,32,ball,4.125,1.715,32,NA,0.818,0.688
1184,highboard,high,3.438,1.645,32,board,3.656,1.731,32,NA,NA,NA
1185,highborn,high,3.323,1.620,31,born,3.067,1.639,30,NA,0.853,0.734
1186,highbrow,high,3.719,1.708,32,brow,3.333,1.398,30,NA,0.819,0.821
1187,highland,high,3.258,1.897,31,land,3.063,2.032,32,NA,0.963,0.867
1188,highlight,high,2.656,1.359,32,light,3.300,1.932,30,NA,0.965,0.897
1189,highroad,high,3.375,1.980,32,road,4.133,1.358,30,NA,0.817,0.632
1190,highschool,high,3.548,1.650,31,school,5.484,1.568,31,NA,0.786,0.518
1191,highway,high,3.156,1.762,32,way,3.548,1.567,31,NA,0.818,0.661
1192,hillside,hill,5.250,1.741,32,side,4.000,1.560,32,NA,0.504,0.771
1193,himself,him,5.903,1.221,31,self,4.333,1.807,30,NA,0.351,0.732
1194,hindmost,hind,4.313,1.786,32,most,2.767,1.736,30,NA,0.854,0.879
1195,hindsight,hind,4.433,1.675,30,sight,3.594,1.480,32,NA,1.004,0.905
1196,hipline,hip,4.969,1.636,32,line,3.241,1.806,29,NA,NA,NA
1197,hitchhike,hitch,3.938,1.740,32,hike,3.484,1.651,31,2.93,0.712,0.742
1198,hitherto,hither,2.839,1.485,31,to,2.433,1.764,30,2.60,NA,NA
1199,hobbyhorse,hobby,3.094,1.634,32,horse,2.875,1.806,32,NA,0.836,0.800
1200,hogwash,hog,3.063,1.501,32,wash,2.900,1.729,30,2.00,0.891,0.820
1201,holdover,hold,3.677,1.777,31,over,2.906,1.449,32,NA,0.849,0.860
1202,holdup,hold,4.188,1.693,32,up,2.467,1.332,30,NA,0.714,0.686
1203,homebound,home,4.406,1.811,32,bound,3.484,1.730,31,NA,0.784,0.855
1204,homebuilding,home,4.290,1.774,31,building,3.219,2.067,32,NA,0.901,0.712
1205,homecoming,home,3.710,1.488,31,coming,3.875,2.197,32,NA,0.626,0.656
1206,homegrown,home,4.710,1.510,31,grown,3.563,1.805,32,NA,0.888,0.820
1207,homeland,home,5.500,1.566,32,land,4.452,1.841,31,NA,0.630,0.705
1208,homemade,home,4.469,1.831,32,made,4.125,1.839,32,NA,0.772,0.738
1209,homerun,home,3.871,1.708,31,run,4.000,2.160,32,NA,NA,NA
1210,homesick,home,3.938,1.933,32,sick,3.966,1.592,29,NA,0.599,0.711
1211,homespun,home,3.548,1.690,31,spun,3.567,1.654,30,NA,0.928,0.836
1212,homestead,home,3.656,1.677,32,stead,3.233,1.569,30,NA,0.778,0.951
1213,hometown,home,5.375,1.773,32,town,3.867,1.907,30,NA,0.620,0.579
1214,homework,home,4.032,1.941,31,work,4.968,1.402,31,NA,0.624,0.604
1215,honeybee,honey,4.719,1.922,32,bee,5.800,1.095,30,NA,0.700,0.475
1216,honeycomb,honey,5.258,1.413,31,comb,2.194,1.424,31,NA,0.702,0.764
1217,honeydew,honey,3.094,1.907,32,dew,2.800,1.769,30,NA,0.682,0.674
1218,honeymoon,honey,3.156,1.687,32,moon,2.031,1.459,32,NA,0.672,0.798
1219,honeysuckle,honey,4.094,1.748,32,suckle,3.226,1.707,31,NA,0.719,0.780
1220,hoodwink,hood,3.194,1.662,31,wink,3.125,1.869,32,1.60,0.798,0.903
1221,hookup,hook,3.633,1.790,30,up,2.226,1.431,31,3.13,0.686,0.755
1222,hookworm,hook,3.313,1.712,32,worm,3.419,1.876,31,3.50,0.894,0.681
1223,hopscotch,hop,4.750,1.832,32,scotch,2.563,1.766,32,2.50,0.744,0.853
1224,hornbill,horn,3.125,1.947,32,bill,2.516,1.710,31,NA,0.856,0.882
1225,hornpipe,horn,3.438,1.625,32,pipe,4.000,1.531,30,NA,0.819,0.807
1226,horseback,horse,4.344,2.073,32,back,3.667,1.953,30,NA,0.456,0.735
1227,horsefly,horse,2.531,1.606,32,fly,4.500,1.691,32,NA,0.728,0.677
1228,horsehair,horse,4.156,1.919,32,hair,4.000,1.509,30,NA,0.727,0.588
1229,horselike,horse,4.161,1.985,31,like,2.633,1.608,30,NA,NA,NA
1230,horseman,horse,4.065,1.861,31,man,3.406,1.895,32,NA,0.481,0.678
1231,horsemeat,horse,5.281,1.782,32,meat,4.839,1.695,31,NA,0.665,0.492
1232,horseplay,horse,3.733,1.617,30,play,3.194,1.642,31,NA,0.770,0.705
1233,horsepower,horse,4.258,1.632,31,power,4.172,1.649,29,NA,0.790,0.638
1234,horseradish,horse,2.781,1.680,32,radish,4.094,1.922,32,NA,0.834,0.528
1235,horseshoe,horse,4.813,1.749,32,shoe,3.733,1.680,30,NA,0.792,0.797
1236,horsewhip,horse,4.438,1.848,32,whip,4.300,1.393,30,NA,0.638,0.598
1237,hosepipe,hose,4.313,2.055,32,pipe,4.129,1.746,31,NA,0.592,0.713
1238,hotbed,hot,3.688,1.595,32,bed,3.433,1.716,30,NA,0.871,0.944
1239,hotdogs,hot,2.935,1.652,31,dogs,4.125,2.323,32,NA,NA,NA
1240,hothead,hot,3.774,1.627,31,head,3.000,1.509,30,NA,0.734,0.701
1241,hothouse,hot,3.344,1.677,32,house,3.452,1.480,31,NA,0.774,0.878
1242,hotplate,hot,5.194,1.682,31,plate,4.469,1.842,32,NA,0.652,0.631
1243,hotpot,hot,4.581,1.893,31,pot,5.067,1.507,30,NA,0.701,0.689
1244,hotrod,hot,3.469,1.741,32,rod,3.387,1.892,31,NA,NA,NA
1245,hourglass,hour,4.469,1.704,32,glass,3.767,1.888,30,4.33,0.888,0.781
1246,houseboat,house,3.750,1.918,32,boat,4.800,1.901,30,NA,0.641,0.445
1247,housebound,house,4.438,1.664,32,bound,3.844,1.904,32,NA,0.860,0.933
1248,houseboy,house,3.531,1.759,32,boy,3.867,1.456,30,NA,0.527,0.566
1249,housecoat,house,3.750,1.918,32,coat,4.129,1.634,31,NA,0.856,0.675
1250,housecraft,house,3.750,1.796,32,craft,4.200,1.864,30,NA,0.947,0.804
1251,housedog,house,3.813,1.822,32,dog,5.094,1.720,32,NA,NA,NA
1252,housefather,house,3.906,1.692,32,father,4.533,1.570,30,NA,0.729,0.597
1253,housefly,house,2.906,1.673,32,fly,5.300,1.725,30,NA,0.933,0.604
1254,household,house,5.125,1.897,32,hold,2.065,1.181,31,NA,0.645,0.976
1255,houselights,house,3.548,1.786,31,lights,3.688,1.922,32,NA,NA,NA
1256,housemaid,house,4.563,1.722,32,maid,5.533,1.479,30,NA,0.640,0.429
1257,housemaster,house,4.125,1.792,32,master,4.313,1.308,32,NA,0.770,0.726
1258,housemistress,house,4.219,1.979,32,mistress,4.387,1.856,31,NA,0.692,0.624
1259,housemother,house,3.935,1.611,31,mother,4.188,1.614,32,NA,0.760,0.744
1260,housepaint,house,4.031,1.942,32,paint,4.250,1.843,32,NA,NA,NA
1261,housewife,house,4.750,1.796,32,wife,5.233,1.251,30,NA,0.696,0.601
1262,housework,house,5.129,1.708,31,work,4.774,1.765,31,NA,0.747,0.569
1263,hovercraft,hover,4.406,1.775,32,craft,3.300,1.393,30,5.27,0.627,0.609
1264,however,how,2.375,1.431,32,ever,2.161,1.243,31,NA,0.725,0.722
1265,hubcap,hub,2.839,1.573,31,cap,3.438,1.945,32,2.36,0.827,0.735
1266,humankind,human,5.969,1.332,32,kind,2.133,1.502,30,5.00,0.530,0.825
1267,humbug,hum,2.323,1.536,31,bug,2.844,1.707,32,2.33,0.831,0.899
1268,humdrum,hum,2.677,1.579,31,drum,3.000,1.700,32,2.50,0.833,0.870
1269,humpback,hump,3.656,1.825,32,back,3.500,1.710,32,NA,0.789,0.781
1270,hunchback,hunch,5.000,1.770,31,back,3.813,1.668,32,5.87,0.811,0.726
1271,hundredfold,hundred,3.742,1.788,31,fold,3.438,2.153,32,4.27,0.705,0.772
1272,hundredweight,hundred,3.516,1.568,31,weight,3.290,1.888,31,NA,0.671,0.556
1273,huntsman,hunts,4.290,1.575,31,man,4.000,1.888,32,NA,NA,0.786
1274,iceberg,ice,5.839,1.293,31,berg,3.467,1.907,30,NA,0.672,0.767
1275,iceboat,ice,3.258,1.316,31,boat,3.938,1.972,32,NA,0.794,0.778
1276,icebox,ice,4.903,1.640,31,box,4.438,1.434,32,NA,0.604,0.659
1277,icebreaker,ice,3.742,1.653,31,breaker,3.688,2.072,32,NA,0.663,0.707
1278,icecap,ice,5.094,1.802,32,cap,2.935,1.742,31,NA,0.557,0.816
1279,icecube,ice,5.938,1.390,32,cube,4.226,1.746,31,NA,NA,NA
1280,icefall,ice,4.226,1.334,31,fall,3.375,1.822,32,NA,0.753,0.738
1281,icefield,ice,3.806,1.470,31,field,3.500,1.803,32,NA,NA,NA
1282,icefloe,ice,3.500,1.646,32,floe,2.867,1.432,30,NA,NA,NA
1283,icehouse,ice,4.188,1.533,32,house,3.467,1.408,30,NA,0.681,0.832
1284,iceman,ice,4.323,1.815,31,man,3.645,1.684,31,NA,0.683,0.687
1285,icepack,ice,5.594,1.214,32,pack,4.000,1.682,30,NA,0.618,0.727
1286,icepick,ice,4.031,1.926,32,pick,2.938,1.592,32,NA,0.790,0.764
1287,icerink,ice,4.875,1.773,32,rink,4.633,1.586,30,NA,NA,NA
1288,inboard,in,3.344,1.734,32,board,3.000,1.751,31,NA,0.910,0.844
1289,inborn,in,3.290,1.829,31,born,3.097,1.469,31,NA,0.850,0.717
1290,inbound,in,3.742,1.897,31,bound,3.531,1.520,32,NA,0.961,0.906
1291,inbreed,in,3.250,1.741,32,breed,3.688,1.624,32,NA,0.896,0.668
1292,income,in,2.875,1.699,32,come,1.871,1.384,31,NA,0.970,0.974
1293,indoor,in,4.258,1.548,31,door,3.094,1.530,32,NA,0.824,0.905
1294,infield,in,3.387,1.626,31,field,3.000,1.581,32,NA,0.861,0.588
1295,inflow,in,3.813,1.615,32,flow,4.500,1.630,32,NA,0.881,0.478
1296,influx,in,3.719,1.988,32,flux,3.733,1.760,30,NA,0.960,0.887
1297,inkbottle,ink,4.625,2.060,32,bottle,4.438,1.730,32,NA,NA,NA
1298,inkpad,ink,5.387,1.407,31,pad,4.032,1.538,31,NA,0.666,0.713
1299,inkstand,ink,3.969,1.656,32,stand,3.313,1.726,32,NA,0.819,0.919
1300,inkwell,ink,4.323,1.720,31,well,2.813,1.586,32,NA,0.579,0.763
1301,inland,in,3.500,1.704,32,land,4.179,1.307,28,NA,0.937,0.802
1302,inlay,in,3.129,1.668,31,lay,2.516,1.313,31,NA,0.872,0.851
1303,inlet,in,3.968,1.816,31,let,2.613,1.606,31,NA,0.923,0.797
1304,inmate,in,3.290,1.883,31,mate,3.129,1.750,31,NA,0.695,0.869
1305,inmost,in,3.742,1.712,31,most,3.387,1.606,31,NA,0.736,0.932
1306,input,in,3.844,1.780,32,put,2.967,1.586,30,NA,1.057,0.954
1307,inroad,in,3.469,1.778,32,road,3.375,1.767,32,NA,0.839,0.891
1308,inrush,in,3.129,1.708,31,rush,3.300,1.705,30,NA,0.797,0.787
1309,inset,in,3.500,1.481,32,set,3.000,1.554,30,NA,0.987,0.930
1310,inshore,in,3.188,1.712,32,shore,3.967,1.712,30,NA,0.977,0.547
1311,inside,in,4.903,1.680,31,side,2.531,1.649,32,NA,0.460,0.698
1312,insight,in,2.844,1.780,32,sight,4.000,1.682,30,NA,0.906,0.864
1313,instep,in,3.281,1.611,32,step,2.700,1.208,30,NA,0.850,0.760
1314,intake,in,4.000,2.000,31,take,3.933,1.660,30,NA,0.950,0.946
1315,interspecies,inter,3.581,1.858,31,species,4.129,1.821,31,NA,0.845,0.594
1316,into,in,4.688,1.635,32,to,3.094,1.753,32,NA,0.467,0.558
1317,ironclad,iron,3.871,1.688,31,clad,3.533,1.634,30,NA,0.721,0.841
1318,ironware,iron,4.581,1.409,31,ware,4.367,1.810,30,NA,0.575,0.682
1319,ironwork,iron,4.258,1.570,31,work,4.300,1.841,30,NA,0.641,0.888
1320,itself,it,4.344,1.928,32,self,4.387,1.697,31,NA,0.593,0.758
1321,jackass,jack,3.063,2.047,32,ass,3.387,2.044,31,NA,0.716,0.557
1322,jackpot,jack,2.531,1.741,32,pot,3.400,1.923,30,NA,0.832,0.825
1323,jackrabbit,jack,2.645,1.582,31,rabbit,3.069,1.602,29,NA,0.681,0.676
1324,jailbird,jail,3.250,1.760,32,bird,2.968,1.894,31,NA,0.603,0.675
1325,jailbreak,jail,3.806,1.682,31,break,3.969,2.041,32,4.36,0.622,0.756
1326,jawbone,jaw,5.710,1.395,31,bone,4.844,1.477,32,6.71,0.542,0.525
1327,jaywalk,jay,2.656,1.696,32,walk,4.531,1.667,32,3.07,0.932,0.767
1328,jellyfish,jelly,3.806,1.815,31,fish,2.969,1.886,32,4.64,0.803,0.557
1329,jigsaw,jig,3.156,2.216,32,saw,2.067,1.311,30,1.93,0.709,0.913
1330,jockstrap,jock,3.375,1.621,32,strap,3.467,1.655,30,NA,0.701,0.679
1331,joyride,joy,4.710,1.395,31,ride,3.800,1.627,30,4.73,0.742,0.563
1332,joystick,joy,3.065,1.806,31,stick,3.400,1.632,30,3.53,0.844,0.831
1333,judgeship,judge,3.806,1.797,31,ship,3.000,2.168,32,NA,0.604,0.904
1334,jukebox,juke,3.613,1.927,31,box,2.903,2.083,31,NA,0.620,0.858
1335,keepsake,keep,4.500,1.586,32,sake,3.000,1.669,29,3.46,0.854,0.901
1336,kettledrum,kettle,3.688,1.554,32,drum,2.969,1.683,32,NA,0.801,0.590
1337,keyboard,key,4.281,2.203,32,board,3.969,1.991,32,NA,0.663,0.962
1338,keyhole,key,5.156,2.002,32,hole,4.433,1.431,30,NA,0.724,0.657
1339,keynote,key,3.500,1.832,32,note,3.133,1.456,30,NA,0.885,0.990
1340,keypunch,key,3.875,1.737,32,punch,3.033,1.497,30,NA,NA,NA
1341,keystone,key,3.935,1.750,31,stone,3.344,1.874,32,NA,0.881,0.803
1342,kickback,kick,3.406,1.663,32,back,3.100,1.936,30,NA,0.802,0.861
1343,kickoff,kick,4.129,1.875,31,off,3.344,1.647,32,NA,0.689,0.819
